评论者id,简介,学校id,类型,最高学历,关注数,粉丝数,贴子数,回复数,评论数,学习时长
1034582313,,,1,0,0,0,0,56,0,2617
1510439645,,,1,3,0,0,0,36,0,1839
1456162314,,,3,0,0,0,0,22,0,5498
1135650030,,,1,5,1,0,0,118,0,4911
1025390620,榆林学院  信息工程学院  信息管理与信息系统,,1,5,0,0,3,2,0,1197
1447898054,,,1,5,0,0,0,18,0,1803
1515564968,,,1,,0,0,0,43,0,598
5202732,,,2,0,0,0,0,43,0,957
1447895677,,,1,0,0,0,0,0,0,466
1511833038,,,1,5,0,0,0,42,0,2974
1447898987,,,1,0,0,0,0,38,0,1409
1517188855,,,1,5,0,0,0,47,0,333
1464104498,,,1,,0,0,0,1,0,627
1510580638,,,1,0,0,0,0,4,0,1642
1510793836,努力努力再努力,,1,4,0,0,0,159,0,255
1511349458,,,1,0,0,0,0,0,0,1107
1510856034,,,1,0,0,0,1,0,0,1428
1452336327,,,1,5,0,0,0,4,0,1475
1483286907,,,1,,0,0,0,104,0,3008
1519454718,,,1,0,0,0,0,0,0,1194
1498640268,,,1,4,0,0,0,0,0,2527
1505358603,,,1,3,0,0,0,48,0,3345
1519199851,,,2,,0,0,0,0,0,4
1512064740,,,1,,0,0,0,45,0,487
1141810512,,,1,0,0,0,22,70,0,10747
1511831847,,,1,5,0,0,0,58,0,3882
1510990398,知无不言，妙不可言。,,1,4,0,0,0,0,0,1055
1482815419,,,1,0,0,0,0,302,0,27412
1520379633,,,1,0,0,0,0,45,0,133
1516380122,,,2,0,0,0,0,221,0,2735
1459034907,,,1,5,0,0,0,2,0,4192
1519296822,,,1,0,0,0,0,46,0,598
1509337612,,,3,0,0,0,0,1,0,12211
1447884091,,,1,3,2,0,0,71,0,4562
1414175093,,,1,5,3,0,0,0,0,7859
1448451803,一路向前,,1,5,0,0,0,57,0,6007
1384130021,,,1,5,0,0,3,1,0,568
1443520487,,,1,0,0,0,0,0,0,8756
1447883223,,,1,0,0,0,0,31,0,2120
1482751290,,,1,,0,0,0,0,0,222
1388896721,,,1,4,0,0,0,95,0,4707
1518584847,,,1,0,0,0,0,118,0,1282
1150572408,,,1,5,0,0,0,70,0,20025
1467760086,,,1,0,0,0,0,0,0,1364
1513938118,,,2,0,0,0,0,44,0,1446
1482641104,,,1,0,0,0,0,95,0,1300
1404024280,,,1,0,0,0,0,4,0,3982
1513770030,,,3,0,0,0,0,0,0,525
1469044771,,,2,0,1,0,0,5,0,2854
1447714342,,,1,,0,0,1,84,12,3461
1510994148,,,1,0,0,0,0,49,0,1176
1516199899,,,1,,0,0,0,44,0,824
1397397606,,,1,4,0,0,0,628,0,28363
1398677921,,,1,5,0,0,0,61,0,3646
1482588098,,,1,,0,0,0,9,0,2061
1456677550,,,2,0,0,0,0,33,0,112
1517569651,,,1,5,0,0,0,43,0,1922
1426450023,,,1,4,0,0,0,89,0,11046
1141831928,,,1,5,0,0,0,115,0,3101
1472362437,,,1,0,0,0,0,32,0,1142
1143116043,,,2,0,0,0,0,52,0,1324
1510947217,,,1,0,0,0,0,2,0,7714
1491518389,,,2,0,0,0,1,161,0,11110
1441405507,一个初出茅庐的年轻人，不曲意逢迎、不投机取巧，只愿踏实做事，想要取得成功。,,2,0,1,0,0,82,0,2994
1032948284,热爱教育事业，喜欢自我充实，自我成长。,,2,0,1,0,0,119,0,4120
1461065332,,,1,5,0,0,0,70,0,1343
1483692211,,,2,0,0,0,0,83,0,596
1141758235,,,2,,0,0,3,90,0,1692
1031460581,,,2,,0,0,0,0,0,3950
1414520085,,,1,,0,0,0,0,0,2298
1399492504,,,2,0,0,0,0,41,0,829
1483504799,学渣,,1,5,0,0,0,124,3,2517
1482590227,,,1,5,0,0,0,58,0,10779
1483728318,,,2,0,0,0,0,2,0,9340
1475576059,,,1,3,0,0,2,69,0,4220
1482562016,,,1,5,0,0,0,54,0,1937
1443131177,,,1,5,0,0,0,77,0,6346
1516116903,,125002,,,0,0,0,40,0,2052
1151294164,,,1,,0,0,0,0,0,5832
1982200,,,2,0,0,0,0,2,0,4526
1445462235,,,1,5,0,0,0,44,0,1430
1447881350,,,1,0,0,0,0,33,0,3619
1486144977,积极进取。,,1,5,0,0,0,45,0,1109
1141806271,,,2,5,3,1,4,52,25,3276
1468565390,,,2,0,0,0,0,72,0,19603
1489134129,,,1,0,0,0,0,41,0,830
1426896133,,,2,0,2,0,1,0,0,20106
1447885631,,,1,5,0,0,0,34,0,1674
1479292104,,,1,,0,0,0,35,1,2170
1512344206,外表平静，内心火热,,2,,2,0,0,1,0,7136
10736251,,,2,0,0,0,0,0,0,57382
1468749911,,,1,5,0,0,2,42,0,6857
1484130234,,,1,0,0,0,0,29,0,1006
1516557185,,,1,,0,0,0,0,0,51
1490830030,,,1,,0,0,0,51,0,671
1511965104,,,1,5,0,0,0,41,0,2018
1388077860,,,2,0,0,0,0,65,0,2271
1447738627,再见少年拉满弓，无惧岁月无惧风,,1,3,1,0,0,0,0,3072
1447883161,,,1,0,0,0,0,35,0,1163
1422505732,,,1,0,3,0,0,2,0,5817
1463717957,,,1,0,0,0,0,0,0,1726
1453060382,,,1,4,1,0,0,17,0,2468
1434129361,,,2,0,0,0,0,35,0,884
1433306602,,,2,0,0,0,2,128,0,2401
1399504734,,,1,6,1,0,0,21,0,1514
1457177648,,,1,,0,0,0,0,0,147
1404914407,爱学习,,1,5,0,0,1,119,0,2338
1514584191,,,3,4,0,0,0,5,0,352
1030199570,,,1,5,2,0,0,0,0,10252
1482986573,,,1,5,0,0,0,65,0,1542
1483544356,<p>一名喜欢美食、甜品的心理人。</p>,1001448001,,,0,0,0,0,0,154
1398722925,,,1,4,0,0,0,103,0,5883
1149974301,本人热爱听音乐，看小说，有时候去锻炼身体。,,1,2,0,0,1,31,0,2718
1405499648,,,1,5,0,0,0,141,0,11024
1443310509,,,2,0,0,0,1,12,0,2232
1482562492,,,1,5,0,0,0,104,0,2281
1485642285,,,1,3,0,0,0,73,0,831
1447736351,,,1,0,0,0,1,55,0,1315
1139341456,"努力工作每一天，每天学习一小时。
读书是我的娱乐和打发时间的好方式！",,2,0,1,0,13,27,6,7571
1464268451,,,1,0,0,0,0,44,0,768
1460869753,爱学习的融媒体记者,,2,0,0,0,0,28,0,390
1511934451,,,1,,0,0,0,0,0,1482
1448835065,,,1,5,0,0,0,40,0,1541
1416655073,,,1,5,0,0,0,94,0,8018
1510549268,,,1,0,0,0,0,47,0,3127
1491135350,,,1,3,0,0,0,28,0,379
1498238031,,,1,0,0,0,0,94,0,2510
1459056203,,,1,,0,0,0,58,0,1258
1444808650,,,1,0,0,0,0,33,0,11750
1482815469,,,1,3,0,0,0,0,0,1256
1434084932,,,1,5,0,0,0,16,0,2400
1457802028,,,1,0,0,0,0,0,0,320
1451940843,,,1,5,0,0,0,47,0,645
1482609674,,,1,5,1,0,0,53,0,2709
1443135908,无论世人如何评价我，我始终是我,,1,4,0,0,0,18,0,668
1403361692,,,1,5,0,0,0,18,0,3531
1447904162,,,1,0,0,0,0,4,0,594
1444050075,,,1,7,3,0,1,13,0,909
1151189277,,,1,0,1,0,0,0,0,128
1425932370,,,1,5,0,0,0,38,0,6563
1490648298,,,1,5,0,0,0,9,0,821
1486463119,,,1,,0,0,0,20,0,149
1447902338,,,1,0,0,0,0,44,0,3599
1513778591,,,1,0,0,0,0,13,0,437
1445861765,,,1,0,0,0,0,28,1,1506
1482667541,,,1,,0,0,4,101,0,4279
1141809972,,,2,,0,0,14,112,29,3728
1482587586,,,1,5,0,0,1,27,0,241129
2245181,,,2,0,0,0,1,7,0,5827
1388206386,<p>桂林理工大学材料学院教师</p>,1001229003,,,1,0,0,127,36,1470
1406113563,,,2,,0,0,0,0,0,1845
1434858129,爱晒太阳,,1,6,2,0,0,65,0,4142
1475279714,,,1,0,0,0,0,9,3,710
1151086943,,,1,0,1,0,2,53,0,8427
1480079890,,,1,5,0,0,0,43,0,616
1424971653,,,2,,0,0,0,0,0,4497
1500789174,,,1,5,0,0,0,54,0,509
1511827512,,,1,3,0,0,0,2,0,2223
1511410135,,,1,0,1,0,0,4,0,2060
1426999536,,,1,6,0,0,0,0,0,644
1018598109,,,1,3,0,0,1,23,0,676
1144200066,在职教师,,2,,1,0,2,69,0,431
1423016390,,,1,5,0,0,0,41,0,1468
1510244237,,,1,3,0,0,0,70,0,4246
1489238379,,,2,0,0,0,1,113,0,5194
1466678586,,,1,0,0,0,0,68,0,6810
1026707418,,,1,7,2,0,0,43,0,8759
1513260309,,,1,,0,0,0,1,0,432
1449126324,,,1,5,0,0,0,72,0,2354
1478340891,,,1,5,0,0,0,4,0,1003
1486358208,,,1,5,1,0,0,156,0,6950
1416199628,,,1,5,0,0,0,13,0,847
1502804876,,,2,0,0,0,0,9,0,1646
1137307196,,,2,0,0,0,0,47,0,14427
1148454910,,,1,5,1,0,0,44,0,35127
1475233773,,,1,5,0,0,0,19,0,1397
1482615393,,,1,5,0,0,0,44,0,2479
1459576319,,,3,0,0,0,0,0,0,19191
1396351785,"No pains,No gains.",,1,5,2,0,0,48,0,13410
1490337415,,,1,0,0,0,0,61,0,2090
1444770932,,,1,5,2,0,0,45,0,1859
1451475268,平平无奇的小天才,,1,5,0,0,0,8,0,4785
1399326174,,,1,5,0,0,0,109,0,3225
1446644823,,,2,0,1,0,0,5,0,2712
1446939194,,,1,5,0,0,0,2,0,837
1447720634,。,,1,5,0,0,0,11,0,3088
1498692706,,,1,,0,0,0,0,0,437
1511322523,,,1,5,0,0,0,5,0,981
1461499154,,,1,5,1,0,0,4,0,1406
1486592664,,,1,5,0,0,1,5,0,1302
1506939268,,,1,5,0,0,0,52,0,2111
1388663788,,,1,5,0,0,0,39,0,7526
1478578382,,,1,,0,0,4,36,0,2252
1141835837,,,2,,7,6,6,173,22,3738
1482562509,,,1,5,0,0,0,81,0,1172
1482651723,,,1,5,0,0,0,42,0,4070
1509981830,,,1,,0,0,0,100,0,2786
1497544642,,,1,5,0,0,0,0,0,3454
1512010132,,,2,0,0,0,0,1,0,555
1482916338,,,1,5,0,0,0,36,1,3866
1447031684,,,1,0,0,0,0,10,0,332
1459237334,,,1,5,0,0,0,67,0,3258
1493003758,,,1,5,0,0,0,68,1,1706
1511855824,,,1,0,0,0,0,112,0,2229
1483274859,,,2,0,0,0,0,59,0,1219
1385931774,,,2,0,0,0,3,8,0,259
1385931774,,,2,0,0,0,3,8,0,259
1385931774,,,2,0,0,0,3,8,0,259
1423678928,,,1,5,0,0,0,0,0,508
1441759066,,,1,5,0,0,0,4,0,1370
1019149655,,,1,,0,0,0,101,0,2381
1487752104,,,1,5,0,0,1,5,0,1541
1509857561,,,2,0,0,0,0,43,0,2041
1408570173,,,1,6,0,0,0,0,0,2439
1383652017,对不起我爱学习,,1,5,1,0,0,33,0,2707
1494528700,,,2,0,0,0,0,40,0,3234
1435175836,,1001288001,,,0,0,1,32,0,3521
1489803428,想得到自己想要的东西。就要做别人没做过的事情,,1,5,1,0,2,40,0,4613
1015040943,终身学习者,,2,0,0,0,0,39,0,8156
1409260242,,,1,5,0,0,0,69,0,2294
1399591680,,,3,0,0,0,0,0,0,13746
1449975576,,,3,0,0,0,0,0,0,1459
1498696877,坚持学习,,3,0,0,0,0,13,0,490
1492560373,,,1,0,0,0,0,0,0,8730
1025858744,,,1,,0,0,0,39,0,676
1461273810,,,1,5,0,0,1,17,0,2153
1478319829,,,1,0,0,0,0,12,0,3734
1383585267,。,,1,5,0,0,0,201,0,10303
1482644908,,,1,5,0,0,0,68,0,3287
1028528436,,,2,0,0,0,0,10,0,971
1452027483,,,1,0,1,0,0,0,0,2701
1446017248,,,1,,0,0,0,0,0,1049
1442002373,,,1,5,0,0,0,0,0,3147
1495073909,,,3,0,0,0,6,95,0,3440
1492028714,,,1,4,0,0,0,40,0,1224
1016866519,,,1,6,0,0,0,54,0,1856
1482510571,,,1,4,0,1,3,110,0,1905
1385881005,,,1,5,0,0,0,25,0,246
1148231802,,,1,5,0,0,0,41,0,1663
1390837078,,,2,,0,0,1,43,0,1822
1022311729,喜欢的就要努力,,1,6,0,0,1,8,0,7934
1493268157,,,2,,0,0,0,88,0,1238
1444466111,,,2,0,1,0,19,87,0,7698
1411289894,在萧山区中医骨伤科医院从事骨科临床工作,,2,0,0,0,0,38,0,5066
1149973954,,,2,,2,0,6,159,1,18582
9669291,,,2,5,0,0,0,57,0,2098
1145009628,,,1,5,3,0,14,158,0,4864
1491194027,,,1,0,0,0,1,8,0,820
1146660291,,,1,5,0,0,0,81,0,3450
1474132869,一直从事临床护理,,2,,0,1,16,134,0,3510
1387342807,,,1,,0,0,0,140,3,3777
1482556565,,,1,5,0,0,0,77,0,3387
1503297683,谁要有情谁都老,,3,,0,0,0,0,0,1335
1390493396,,,1,5,0,0,0,40,0,355
1024264694,一个爱学习的职工。,,1,0,0,0,0,0,0,3102
1386484445,,,1,5,0,0,0,79,0,14004
1149141937,,,1,5,0,0,0,0,0,4795
1383589128,,,1,5,0,0,0,138,1,3912
1386267599,,,1,5,0,0,0,43,0,5964
1401697879,,,1,5,0,0,0,173,0,912
1412023509,,,2,0,0,0,0,39,0,4034
1148089340,木头最棒！,,1,5,0,0,0,59,0,7541
1149089237,,,1,5,0,0,0,54,0,2229
1422670948,,,1,5,0,0,0,42,0,333
1502724635,,,1,0,0,0,0,5,0,2149
1446872753,学无止境,,1,4,0,0,0,27,0,7117
1148578450,,,1,4,0,0,0,75,0,4220
1481179445,,,2,0,0,0,0,204,0,11508
1395658295,学习，先开始,,2,0,0,0,0,87,0,3151
1386268330,,,1,5,1,0,1,1,0,3125
1502839068,,,2,,0,0,0,12,0,758
1491749407,,,2,0,1,0,2,3,0,5025
1487429912,新人一枚，想了解更多。,,2,0,0,0,0,63,0,836
1446375181,,,2,,0,0,0,23,1,1558
1387168517,,,1,5,5,0,1,308,0,21116
1145203390,,,1,5,2,0,1,53,0,3332
1406122965,,,1,,0,0,0,0,0,5148
1446713497,,,1,5,0,0,0,228,0,5396
1410231543,,,2,0,0,0,3,122,0,5787
1415904255,,,1,,0,0,0,148,6,10844
1033229677,,,1,0,0,0,5,48,0,10619
1148774934,,,1,,0,0,0,63,0,5909
1447173437,我要悄悄变优秀，然后惊艳所有人。,,1,4,0,0,0,32,1,1943
1148133304,,,1,5,0,0,0,71,0,974
1492583649,,,2,0,0,0,0,144,0,3578
1499386926,,,2,6,0,0,0,0,0,1575
1436742827,,,2,0,0,0,0,89,0,638
1445260581,,,1,5,0,0,1,32,0,4487
1459503863,,,1,5,0,0,0,0,0,6928
1410017130,政府机关职员，多年驻村扶贫，闲时喜欢看看书，写写心情日记。喜欢读古典文学、传记、散文、唐诗宋词。专业计算机应用，希望在移动互联网应用方面有所进益，有所作为。,,1,0,1,0,1,2,0,14131
1396299133,<p>张伟，副教授，江苏农牧科技职业学院食品质量安全专业带头人，国家注册食品质量安全管理体系审核员，农业农村部食品检验工考评员，江苏省食品安全风险评估专家，食品合规管理职业技能专业委员会委员，泰州市“311高层次人才培养工程”培养对象；曾获省“挂县强农富民工程先进个人”、校“优秀教师”、“优秀教育工作者”、&quot;优秀共产党员“、“教坛新秀”、“操作能手”、“科技服务先进个人”、“继续教育先进个人”等荣誉20余项。主要从事食品质量安全控制与管理、农产品质量认证、食品标准与法规等课程的教学、研究与推广工作。近年来，主持完成了《食品质量管理安全控制与管理》、《农产品质量认证》、《食品标准与法规》3门课程资源库的建设；指导学生完成省大学省实践创新项目4项，指导学生获全国职业技能大赛一等奖1项，省优秀毕业设计三等奖2项，团队奖2项，市职教创新大赛三等奖1项，校优秀毕业论文7项；主持/主要完成省教研课题10项、省科研课题1项、市科研课题1项、院级科研课题6项；获中国轻工业联合会教学成果一等奖1项、二等奖3项、三等奖1项；获中国轻工业联合会科技进步奖三等奖1项、泰州市科技进步三等奖1项。先后主参编食品质量安全管理类书籍18本，发表相关研究论文近30篇。</p>,1001243013,,,1,3,0,136,0,14191
1448853601,好好学习,,1,5,0,0,0,123,0,1119
1482592051,,,1,5,0,0,0,80,0,4365
1386776874,,,1,5,0,0,1,52,0,6891
1036103045,奇文共欣赏，疑义相与析。,,3,,1,0,0,46,0,2617
1384352931,,,1,5,0,0,0,125,0,4376
1482611520,,,1,5,0,0,0,96,0,3502
1018017886,,,2,0,0,0,3,5,0,3666
1150296182,,,2,0,0,0,0,65,0,5089
1386768861,,,2,,0,0,0,6,0,428
1389682107,"一只快乐的小鸟
牛儿龙女妈妈，一位因为孩子走上教育的妈妈
自主创业者-海外销售
神奇养育引导师-家庭教育
环球慕课引导师-创新教育
微信：332898264",,1,0,0,1,18,399,49,7730
10834012,,,2,,2,1,7,126,1,4401
1403517540,,,1,5,0,0,0,137,0,4747
1408636395,,,1,5,0,0,0,24,0,3361
1469534435,,,2,,0,0,1,68,1,964
1439315593,,,1,0,0,0,0,32,0,3020
1016026459,,,2,,0,0,1,116,0,5537
1491412570,学无止境，人生每个阶段都可以是起点......,,3,0,8,0,1,42,6,3994
1482604227,,,1,5,0,0,0,68,0,5798
1482524281,,,1,5,0,0,0,71,0,3069
1136008783,,,1,5,0,0,1,43,0,1103
1483977648,,,3,0,0,0,1,13,0,20
1019709421,,,2,0,0,0,0,42,0,747
2256748,终身学习，终成学渣,,2,0,0,0,0,42,0,15281
1452090603,,,1,5,2,0,0,88,1,6479
1492104503,,,1,5,0,0,0,46,0,604
1384680645,,,2,0,1,0,1,33,0,7217
1146924141,,,1,5,0,0,1,25,0,1820
1385832486,,,2,0,0,0,0,41,0,1956
1140856221,,,1,5,0,0,0,55,0,775
1485666142,,,2,0,3,0,2,115,4,1791
1482751864,,,1,,0,0,0,5,0,236
1478806784,,,1,6,0,0,0,65,0,89
1503258743,,,2,0,0,0,1,41,0,579
1022956780,,,1,,0,0,1,34,2,1619
1406932304,,,1,0,3,1,11,142,2,8558
1435069819,,,1,5,0,0,0,41,0,183
1446782804,,,1,5,0,0,0,42,0,1897
1500442795,,,2,0,0,0,0,40,0,427
1477452951,读懂生活，读懂自己，成为自己生命领导者,,2,0,0,0,0,105,0,2697
1470070783,三好学生一小枚,,2,0,0,0,0,2,0,455
1493380258,岂能尽如人意，但求无愧于心,,2,0,5,0,3,115,6,8334
1389014297,,,1,6,0,0,0,39,0,534
1139558332,,,1,5,0,0,0,36,0,4329
1462884236,爱茶者,,3,0,0,0,2,139,0,12945
1405881016,,,1,,0,0,1,20,0,1472
8084088,,,2,5,1,0,0,46,0,5367
1410253082,,,1,,1,0,0,0,0,594
1497064710,,,1,3,0,0,0,0,0,2639
1498488185,,,2,,0,0,0,47,0,1329
1150249964,,,2,0,0,0,0,73,0,3529
1406863250,热爱学习，热爱祖国，热爱人民。,,1,0,3,0,0,0,0,1913
1148706899,你一定能够成为你想要成为的人！,,1,5,1,0,0,5,0,19673
1028305912,,,1,6,0,0,1,45,6,2987
1491332231,,,1,5,0,0,2,79,0,2103
1427059476,,,2,0,0,0,6,324,0,4053
1447238561,,,1,5,0,0,0,103,0,3594
1498743479,,,2,,0,0,0,0,0,527
1403540104,,,2,0,0,0,0,54,0,1498
1149822192,,,3,0,0,0,1,45,0,974
5792062,,,1,7,0,0,0,48,0,1168
1469930187,,,2,0,1,0,0,1,0,2633
1412488070,,,1,5,1,0,0,60,0,2384
1396510232,,,3,0,0,0,0,0,0,1120
1140790744,,,2,0,1,0,0,53,0,2849
1500031895,,,2,0,0,0,0,0,0,841
1397806787,,,1,,1,1,1,78,7,2886
1414955267,,,1,,0,0,0,0,0,1305
1491086967,,,2,0,0,0,0,0,0,333
1147138716,,,1,0,0,0,0,0,0,10231
1468559460,,,1,0,0,0,1,5,0,11334
1143090228,,,1,,0,0,0,3,0,1283
1482050280,,,2,0,0,0,0,0,0,0
1482081264,,,1,0,0,0,1,49,0,478
1403268164,,,2,,2,0,0,0,0,12205
1485248200,,,1,0,0,0,0,0,0,355
1448707364,,,1,4,0,0,0,45,0,264
1451772426,,,2,0,0,0,0,3,0,6390
968835,,,1,0,1,0,7,61,3,14783
1447576126,,,2,0,0,0,0,31,0,808
1443100807,,,1,5,0,0,0,97,0,8686
1141881071,,,1,,1,0,0,0,0,3113
1471714030,,,1,,0,0,0,0,0,4666
1142419786,,,1,0,0,0,0,0,0,10030
1404719419,,1001525001,,,0,0,0,10,0,3837
1392560820,,,1,3,0,0,0,0,0,1274
1443097278,,,1,5,0,0,0,42,0,1874
1462527782,,,1,0,0,0,0,0,0,1262
1416551836,,,1,5,0,0,0,15,0,6901
1413857572,<p>外聘教师，现就职于牡丹江新闻传媒集团。</p>,1444261162,,,1,5,0,0,0,13673
1470129122,,,2,0,1,0,0,0,0,8072
1014484233,,,2,0,0,0,0,0,0,7858
1479634314,,,1,6,0,0,0,10,0,2383
1449114185,,,1,0,0,0,0,0,0,760
1459959088,一条石头鱼～,,1,0,0,0,1,2,0,696
1146437015,,,1,4,0,0,0,104,0,4594
1148962185,好好生活 慢慢相遇,,1,6,0,0,0,0,0,3830
1408681457,,,1,0,0,0,0,0,0,2646
1447740795,,,1,0,0,0,0,0,0,1625
1031438668,,,1,5,5,0,3,36,0,611
1421480924,,,2,0,0,0,0,5,0,3887
1138260141,,,1,5,0,0,4,0,0,2125
1435160843,只要再努力一点点，比昨天多一点，比明天少一点,,1,5,1,0,0,3,0,2471
1471620586,,,2,0,0,0,0,0,0,1942
1022729226,枳花凉过，心有所属。,,2,5,1,0,0,4,0,4783
1458594631,,,1,5,1,1,1,0,0,4612
1035030319,,,1,,0,0,0,0,0,102
1444432088,"经济中，十年维度看投资
人生呢？人生的十年要看什么？",,1,3,1,1,1,8,0,11719
1477113591,,,1,5,0,0,0,0,0,1892
3525367,,,1,0,0,0,2,108,18,9091
1385261062,,,1,,0,0,0,0,0,679
1476627591,,,3,0,0,0,0,0,0,0
1029262534,,,1,0,0,0,0,0,0,3844
1139007564,,,3,5,0,0,1,0,0,3345
9519053,,,2,,0,0,0,0,0,990
1475628232,,,1,5,0,0,0,0,0,737
1436220503,,,2,0,1,0,0,2,0,1707
1476227688,,,3,0,0,0,0,0,0,3
1445712529,,,1,5,2,0,0,0,0,3854
1032296976,夏晴兮，燕燕飞,,2,0,0,0,0,0,0,12026
1404463025,不畏将来，不念过往，如此，安好！,,1,5,0,0,3,60,1,9334
1386680084,,,2,0,0,0,0,1,0,1237
1403338367,,,2,0,0,0,0,13,0,2702
1410790325,,,2,0,11,0,0,2,0,8422
1025210382,,,2,,0,0,4,199,0,6139
1467268033,,,1,4,0,0,0,0,0,881
1141304164,,,3,4,0,0,0,1,0,6632
1459345069,,,1,0,0,0,0,0,0,2808
1428686774,,,1,0,0,0,0,1,0,2235
1434140130,从未令他骄傲，他却待我如宝,,1,4,0,0,0,40,0,684
1457173220,,,2,,0,0,0,32,1,893
1442941202,,,2,0,0,0,0,0,0,4825
1428937671,,,2,0,0,0,1,39,0,2874
1399922972,,,3,0,0,0,1,70,0,3822
1420147673,,,1,,0,0,0,0,0,2558
1389302377,,,1,0,0,0,0,0,0,916
1024912708,,,2,0,0,0,2,250,1,1286
1386793890,,,3,0,0,0,0,39,0,32337
1432278994,,,1,4,0,0,0,6,0,335
1433889424,,,1,5,1,0,4,136,0,3305
1464561449,,,1,4,0,0,0,43,0,1131
1424945201,,,1,5,0,0,0,38,0,827
1460825412,,,2,0,0,0,0,65,0,2964
1460991635,日知其所无，月无忘其所能,,2,0,1,0,1,1,0,5430
1465871752,小七，要努力学习哦～,,3,0,0,0,4,46,4,8480
1471555590,,,1,4,0,1,0,28,0,1608
1426861716,,,1,,1,1,0,194,0,4290
1430663312,,,1,5,0,0,0,62,0,1252
1460380026,,,2,,0,0,0,99,0,25358
1464013890,,,1,0,0,0,0,14,0,1148
1135912998,,,2,6,0,0,0,6,0,1560
1385433557,,,1,,1,0,2,194,0,22959
1146765859,,,1,5,0,0,0,32,0,9687
1445344268,,,1,,0,0,0,29,0,519
1385927304,,,1,4,0,1,10,108,0,3333
1458809719,,,1,5,0,0,0,27,0,12638
1150933863,,,1,5,0,0,0,42,0,2499
1383585499,,,1,,0,0,0,88,0,3892
1150261483,既然选择了远方，便只顾风雨兼程！,,1,5,0,0,0,36,0,3433
1383752657,,,1,5,0,0,0,0,0,9318
1031107415,,,2,0,0,0,4,34,0,4395
1421340626,,,1,,0,0,0,54,0,7614
1440993558,,,1,4,0,0,0,40,0,2855
1420914541,,,1,4,0,0,0,10,0,669
1449006649,你的问题是吃的太多，读书太少,,1,5,0,0,0,4,0,697
1420283166,,,1,4,0,0,0,40,0,1043
1471575048,,,1,4,0,0,1,58,0,1353
1427373107,,,1,5,0,0,0,43,0,3034
1390114747,,,1,5,0,0,0,9,0,1542
1443920553,,,1,5,0,0,0,52,0,2704
1420146750,,,1,,0,0,0,40,0,777
1420377218,,,1,,0,0,0,54,0,588
1403693207,,,1,6,0,0,0,144,4,6841
1396967364,,,1,4,0,0,0,0,0,7720
1422818529,,,1,5,0,0,0,0,0,2586
1402523629,,,1,,1,0,0,41,0,21
10198422,,,1,5,2,0,4,89,0,9589
10198422,,,1,5,2,0,4,89,0,9589
1421988232,,,1,,0,0,0,8,0,1863
1438429311,,,1,4,0,0,0,36,0,238
1430633338,,,1,5,0,0,0,62,0,1851
1440974625,,,,,0,0,0,77,0,5578
1422665351,,,1,0,0,0,0,40,0,485
1386932500,,,1,,0,0,1,71,0,10177
1448641103,,,1,4,0,0,1,46,0,121
1031807583,,,1,5,0,0,0,22,0,1020
1434754891,清风明月本无价,,2,0,0,0,0,29,1,2591
1404178058,,,1,,0,0,1,118,2,3088
1404178058,,,1,,0,0,1,118,2,3088
1461966519,,,1,,0,0,0,0,0,245
1445274959,,,1,,0,0,0,69,0,3251
1446969638,,,1,5,0,0,0,26,0,6113
1422037936,,,1,,0,0,0,42,0,740
1471161454,,,2,0,0,0,2,6,0,2512
1432346016,,,1,,0,0,0,0,0,251
1460370280,,,1,4,0,0,0,1,0,0
1443579510,,,3,0,0,0,0,26,0,3355
1035398985,生物专业,,3,0,0,0,14,75,11,18678
1447258100,,,1,5,1,1,0,224,0,7186
1398885014,,,1,,0,0,0,97,0,7821
1421256223,,,1,,0,0,0,38,0,909
2245487,,,2,0,0,0,3,130,3,5140
1020326917,,,2,5,0,0,0,32,2,2593
1470953814,,,1,,0,0,0,6,1,708
1459605757,,,1,0,0,0,0,8,0,2849
1418489916,,,1,4,0,0,0,46,0,1073
1420458559,,,1,,0,0,0,73,0,1484
1019594902,,,2,5,0,0,1,365,1,1538
1021388798,,,2,0,0,0,0,0,0,576
1444542378,,,1,5,0,0,0,34,0,991
1453842509,好好学习，天天向上。,,2,0,0,0,0,50,0,1619
1429614925,,,2,0,0,0,0,5,0,4681
1417004274,,,1,,0,0,0,2,0,4300
1150780450,<p>毕业于武汉大学农业水利工程专业，广西水利电力职业技术学院水利工程系专任教师，主讲《灌溉排水工程技术》《水力学》《水利工程制图》等课程。</p>,1001431001,,,23,27,13,125,4,8602
1449211716,,,1,,0,0,0,80,0,931
1416867526,,,1,,0,0,0,127,0,7857
1416970804,,,1,5,1,0,0,37,0,2706
1444765705,,,1,0,0,0,0,39,0,2534
1446484854,,,1,5,0,0,0,82,0,3019
1446735578,,,1,,0,0,0,50,0,2602
1447532193,,,2,,0,0,0,7,0,861
1459705345,卢秀娟,,2,0,2,0,3,118,0,8213
1452185671,,,1,0,1,0,16,35,0,541
1444766538,,,1,5,0,0,0,46,0,2769
1135892027,,,2,5,0,0,0,4,0,9073
1444773945,,,1,5,2,0,0,1,0,2928
1444774881,,,1,5,0,0,0,0,0,2340
1459234797,,,1,,0,0,0,102,0,5187
1439852107,,,2,6,0,0,1,3,0,5988
1403416505,ok！,,1,5,0,0,0,81,0,10816
1022486947,,,1,0,3,0,1,27,0,7863
